trddy,mkt_rf,smb,hml,umd,rmw,cma,rf,smb_equal,hml_equal,umd_equal,rmw_equal,cma_equal
1994-01-24,0.0092705645,0.0154812345,0.0166321958,-0.031186221,-0.011688597,0.008979796,0.000285,0.0192521037,0.0137933167,-0.019970055,-0.007338832,0.0132058333
1994-01-25,-0.02798674,-0.000172063,-0.00490008,0.0114803906,0.0041043484,-0.008112591,0.000285,-0.000757346,-0.004737925,0.0039206723,0.0038413894,-0.008156583
1994-01-26,-0.016272224,0.0025920164,0.0239684795,-0.010642598,-0.017264482,-0.017854269,0.000285,0.0042117611,0.0217705583,-0.005852109,-0.01526213,-0.01323875
1994-01-27,0.007996484,0.0004012618,-0.004673021,0.0004001283,3.3793834E-6,-0.005898224,0.000285,-0.002326504,-0.005283434,0.000076125,-0.001063208,-0.00362875
1994-01-28,-0.031491658,0.0067011285,0.0023502986,-0.004756734,-0.007511573,-0.013565014,0.000285,0.0080271204,0.000471925,-0.003212882,-0.00508675,-0.00618525
1994-01-31,-0.049196261,0.0115406745,0.018364763,0.0009336574,-0.023418296,-0.030901419,0.000285,0.0125539148,0.01691095,0.0022514496,-0.017883822,-0.01869525
1994-02-01,-0.010264505,-0.00401292,-0.008510292,-0.007523606,0.0155084814,0.026883739,0.000285,-0.005569619,-0.010407683,-0.004891615,0.0104126205,0.0217725833
1994-02-02,0.0300589074,-0.009037445,-0.007967926,0.0054197512,0.0070260956,-0.004005819,0.000285,-0.007515752,-0.006204183,0.0005129231,0.0092709231,-0.009870917
1994-02-03,0.0589409254,-0.024045029,-0.040301941,-0.015474882,0.0561812094,0.0329530876,0.000285,-0.028666341,-0.035956417,-0.012772077,0.0491696923,0.00802275
1994-02-04,0.0373781779,-0.00514798,-0.01607487,-0.012572736,0.0152940965,0.0048694943,0.000285,-0.008324081,-0.01626165,-0.028222615,0.0160702154,0.0034743333
1994-02-14,-0.06969964,0.0320957704,0.0319280708,0.0128886656,-0.052391567,-0.027935325,0.000285,0.0327901407,0.02906415,0.0191323846,-0.041891867,-0.005247417
1994-02-15,-0.008354353,-0.000389421,0.0084293303,-0.000061733,-0.011070829,-0.002054808,0.000285,-0.004360393,0.0058512833,-0.001177538,-0.007516487,0.0019205833
1994-02-16,-0.003689875,0.0071947105,0.0021490125,-0.000509777,-0.007205001,-0.007909741,0.000285,0.0100287037,0.0009643167,-0.000221615,-0.005638723,-0.003514667
1994-02-17,-0.019497719,0.0026789024,0.0124064511,-0.000187344,-0.01279264,-0.00730887,0.000285,0.0014605222,0.0085222333,0.0010053846,-0.005306795,-0.00434425
1994-02-18,-0.000664028,-0.005462377,-0.008406453,-0.010067924,0.0055410167,0.0068994044,0.000285,-0.004717069,-0.009611492,-0.010869462,0.006166441,0.0032891667
1994-02-21,-0.032164392,0.0048776009,0.0112108342,0.001390913,-0.013870538,-0.006095544,0.000285,0.0033571556,0.0103837,0.0036553846,-0.008805441,-0.001726833
1994-02-22,0.02779132,-0.00242398,-0.010573288,-0.003897302,0.0102578349,0.0055506012,0.000285,-0.0061204,-0.011785267,-0.00851,0.0126380103,0.0013900833
1994-02-23,-0.0058309,-0.004867521,-0.006416777,-0.006044148,0.0070873136,0.0037287068,0.000285,-0.007633304,-0.00756455,-0.006500538,0.0076884718,0.0012883333
1994-02-24,0.0229908047,-0.014071741,-0.030835768,-0.001817404,0.031061057,0.0126849376,0.000285,-0.01860137,-0.0313672,-0.006315615,0.0292138,-0.004266167
1994-02-25,0.0021083661,0.0146667568,0.0208204332,0.0203586239,-0.03036232,-0.033272021,0.000285,0.0158699296,0.0207363333,0.0197996154,-0.023972677,-0.02214175
1994-02-28,-0.023332534,-0.006147458,0.0050018108,-0.009737154,-0.002003584,0.0025199079,0.000285,-0.003872578,0.0031798,-0.003993769,0.0018523385,0.01489275
1994-03-01,-0.003334831,-0.00640556,0.0002550599,0.0022335678,-0.004084413,-0.011415375,0.000285,-0.006220891,-0.003964975,-0.002528269,-0.001867183,-0.00691025
1994-03-02,-0.01689695,-0.005338414,-0.015636368,0.00378249,0.0089385867,0.0096733911,0.000285,-0.004673902,-0.016269642,0.0028174121,0.011802625,0.0093023333
1994-03-03,-0.015557341,-0.005273089,-0.000381596,0.0123482112,-0.000756592,-0.005498725,0.000285,-0.007360704,-0.001494117,0.0122657473,0.0028496779,-0.000322
1994-03-04,-0.01479187,-0.004282875,0.0031219352,-0.001477075,-0.000645658,-0.01212028,0.000285,-0.004161528,-0.003716175,0.0030044176,0.006031,-0.008268167
1994-03-07,-0.005089386,-0.009989191,0.00605515,0.0315999056,-0.020363919,-0.029107977,0.000285,-0.014108437,-0.000516033,0.0210291868,-0.001298457,-0.013848083
1994-03-08,-0.000065073,-0.003140001,0.0182194233,0.0260828394,-0.028748059,-0.039030962,0.000285,-0.008739587,0.0163178583,0.0206826923,-0.018259505,-0.030206833
1994-03-09,0.0024973222,-0.008351076,0.0088273342,0.0451365424,-0.028944385,-0.0534162,0.000285,-0.006709343,0.0046290917,0.0301171923,-0.009859303,-0.04410675
1994-03-10,-0.03598609,0.0168719137,-0.033859201,-0.038152838,0.0378853713,0.0537015657,0.000285,0.0158329741,-0.026536383,-0.017043505,0.0150260337,0.0354151667
1994-03-11,0.0159233984,0.0106933158,0.0137188118,0.00832648,-0.010861989,-0.004235569,0.000285,0.0081394704,0.0129599,0.0049986099,-0.009510524,0.00448075
1994-03-14,0.0774330757,0.0388556308,0.0399381191,-0.009112596,-0.031497628,-0.024332771,0.000285,0.0445909278,0.048694875,-0.018209846,-0.039820769,-0.01578125
1994-03-15,-0.0319937,-0.000786667,0.0032921149,0.0148583533,-0.015437294,-0.007785473,0.000285,-0.004500424,0.0089507583,-0.002094148,-0.018910466,0.00440375
1994-03-16,0.0025059294,0.0239197163,0.0189970775,0.0272549717,-0.037564073,-0.009235353,0.000285,0.0258132889,0.0203843833,0.0214087473,-0.032755245,-0.005000917
1994-03-17,-0.003650079,0.013785087,-0.020550625,-0.00629297,0.0219670028,0.0315733652,0.000285,0.0083619519,-0.014809433,-0.000580345,0.013807359,0.0314365
1994-03-18,-0.011215163,-0.00498138,-0.005252301,-0.000798084,0.0134863579,0.0001339433,0.000285,-0.006779209,-0.006880742,-0.001962533,0.0090892163,-0.00211825
1994-03-21,-0.039627149,-0.005286462,-0.00704323,0.0054124256,0.0088283396,0.0151387607,0.000285,-0.006150337,-0.0055522,0.008273989,0.0155637981,0.0080671667
1994-03-22,-0.003900361,0.0130634567,0.0152927246,0.017730051,-0.028410204,-0.012865183,0.000285,0.0122188519,0.0094781,0.0158678095,-0.019612272,-0.003836
1994-03-23,-0.033422265,0.0079807281,0.0164997259,0.0111070314,-0.018234894,-0.002516216,0.000285,0.0114898741,0.0220359667,0.0121848297,-0.008617375,0.0036545
1994-03-24,-0.009185545,0.0118196009,0.0156967716,0.0105963313,-0.007548219,-0.004817032,0.000285,0.0136903907,0.017768725,0.0124629505,-0.010047053,-0.002850417
1994-03-25,0.0084023422,-0.012573587,0.0009787318,0.0179854108,-0.021167945,-0.017219416,0.000285,-0.008192504,-0.002771117,0.0050497088,-0.013843971,-0.01616075
1994-03-28,-0.027564914,0.0103111922,0.0262693211,0.0110953436,-0.009505992,-0.006610229,0.000285,0.0135170481,0.0351469833,0.000105131,-0.010426246,-0.0058005
1994-03-29,0.0190545125,0.0057383227,-0.013179311,0.0066727868,0.007729137,-0.013588669,0.000285,0.0071956426,-0.008205008,-0.002827203,0.0039156779,-0.023380583
1994-03-30,0.0033672165,0.0212236976,-0.006653975,-0.013858291,0.0066092655,0.06330559,0.000285,0.0277119333,-0.001378883,-0.008498405,-0.003630795,0.035227
1994-03-31,-0.019655707,0.0131926048,-0.019783919,0.0240796613,-0.021100662,-0.007906956,0.000285,0.0121375862,-0.021447876,0.0297426154,-0.004895428,0.001812
1994-04-01,-0.01170001,-0.01574154,0.0112587035,0.007513477,-0.003393014,-0.000577591,0.000285,-0.018743436,0.009721696,-0.004778705,-0.006370333,0.0009586667
1994-04-04,-0.011231912,0.0267938066,0.0125604735,0.0056552721,-0.005008501,-0.01982343,0.000285,0.0195254981,0.008929325,-0.003920042,-0.009952654,0.0020954167
1994-04-05,-0.001947228,-0.008130284,-0.01240768,-0.003207117,0.009012611,0.0017092156,0.000285,-0.010578748,-0.013775378,-0.002548167,0.0100838798,0.0041329167
1994-04-06,0.0056898035,0.0226181868,-0.022325601,0.0076277895,0.0147145084,0.0127775682,0.000285,0.02365655,-0.026132,0.0123591364,0.0238755769,0.00519025
1994-04-07,-0.003548097,0.0047358789,0.0203911941,-0.007051628,-0.011422802,0.0022971961,0.000285,0.0043169389,0.0162570417,-0.015712792,-0.016950356,0.004655
1994-04-08,-0.014908071,0.0050036233,0.0134003093,0.0195053929,-0.018550873,-0.032977718,0.000285,0.0068838259,0.01619235,0.018226375,-0.017887359,-0.014621167
1994-04-11,-0.035565862,0.0331127342,0.0200821662,-0.007353463,-0.010909656,-0.021146614,0.000285,0.0320496296,0.0170659167,-0.013678542,-0.012171793,-0.014514833
1994-04-12,0.0032097614,0.0058580543,0.0016832021,0.0036127241,-0.00845624,0.0224887411,0.000285,0.0110362463,0.005117175,0.0017852,-0.011341959,0.0158539167
1994-04-13,-0.019756044,0.0134295433,0.0234919873,-0.001586553,-0.011148015,-0.012464749,0.000285,0.0172428204,0.022387375,0.0048792708,-0.005926264,-0.009355417
1994-04-14,-0.048208618,0.0078751266,0.019061482,0.0165472779,-0.024887659,-0.012423629,0.000285,0.0078181667,0.01795165,0.01060775,-0.021554466,-0.007341167
1994-04-15,0.0110566211,-0.010179924,-0.039066472,-0.018692698,0.0493040027,0.0210884492,0.000285,-0.014450746,-0.038187208,-0.0259635,0.0436333221,0.0048573333
1994-04-18,-0.053071917,0.032049413,0.0381606435,-0.001531411,-0.0255177,-0.012331806,0.000285,0.0357094407,0.0445896833,0.0075836875,-0.037179668,-0.003694167
1994-04-19,-0.075051134,0.0188739215,0.0213927221,0.0053025074,-0.019287063,0.0098225839,0.000285,0.0208306093,0.022944675,0.0093619,-0.010307981,0.005037
1994-04-20,-0.054392836,-0.031716382,-0.006175537,0.0222808399,-0.005377597,-0.039409731,0.000285,-0.031558143,-0.006707592,0.0136447083,-0.004274596,-0.033760167
1994-04-21,0.0770331636,0.020462821,0.0140709059,0.0350453035,-0.031500118,-0.013438321,0.000285,0.013825487,0.0090651833,0.0285048375,-0.011369442,0.0046481667
1994-04-22,-0.040170915,-0.006673047,-0.002768239,0.0118970472,0.0070974392,-0.01087643,0.000285,-0.007764572,-0.003052358,0.0150488167,0.0042106462,-0.009251917
1994-04-25,0.0108290863,-0.01253085,-0.03205987,-0.012117719,0.0351147281,0.0180626239,0.000285,-0.007455685,-0.030203561,-0.012606114,0.0196124718,0.008698
1994-04-26,0.0410726444,0.008048241,-0.006491113,0.0021521112,-0.004130889,0.0081344531,0.000285,0.0048787034,-0.008856904,0.0005577468,-0.001717687,0.0031778333
1994-04-27,0.0512654986,-0.013821412,-0.010122995,-0.03274018,0.0196513107,-0.00018139,0.000285,-0.016450276,-0.014474558,-0.037185497,0.0138004103,-0.004050333
1994-04-28,-0.020218176,0.0101295416,-0.011739401,-0.002289254,0.0057699504,0.0124158198,0.000285,0.0194651898,-0.006379083,0.0004217265,-0.002850183,0.0082153333
1994-04-29,0.0267377377,-0.041036265,-0.00934029,-0.028739992,0.0474107062,0.0720178446,0.000285,-0.048783659,-0.006644417,-0.015937883,0.0502780913,0.0536343333
1994-05-03,0.084347579,-0.052942249,-0.075216573,-0.12723115,0.1381570059,0.0548673863,0.000285,-0.0257077,-0.044849225,-0.042516162,0.0709700114,0.0277915
1994-05-04,-0.008581434,0.0433081516,0.0596380255,0.0664289429,-0.065995705,-0.050515148,0.000285,0.0495276083,0.058385475,0.053817275,-0.057737858,-0.019293583
1994-05-05,-0.042893406,0.0003007249,0.0036830046,-0.002060887,0.006643607,0.0015988802,0.000285,0.0002568833,0.00317095,0.0024240875,0.0025795682,-0.000043083
1994-05-06,-0.000367799,-0.00548979,-0.013629734,-0.013001927,0.0113201817,0.0121038051,0.000285,-0.005399283,-0.0173804,-0.011649562,0.0160228807,0.0014444167
1994-05-09,0.038567764,-0.021249626,-0.044906032,-0.062334533,0.0618618952,0.0556310652,0.000285,-0.016776808,-0.03784785,-0.0396166,0.0405079261,0.0166999167
1994-05-10,0.014563472,-0.003264094,0.0085852628,-0.002016912,-0.006138252,-0.005170357,0.000285,-0.006545686,0.0070439167,-0.020660288,0.0002924,0.0019000833
1994-05-11,-0.025662528,0.0153632475,0.0043838733,0.0313805206,-0.029315748,-0.030308843,0.000285,0.0176504833,0.000644725,0.030763525,-0.027657432,-0.02728325
1994-05-12,-0.027129455,-0.004758437,0.0247365268,0.0132027575,-0.014583016,-0.010243093,0.000285,-0.005250408,0.02138815,0.006013875,-0.003052375,-0.001662583
1994-05-13,0.0400633183,-0.017345391,-0.02859509,-0.038097674,0.0426185888,0.0281029436,0.000285,-0.0154634,-0.023465375,-0.027560213,0.0336545852,0.00912825
1994-05-16,-0.003880009,-0.004883192,-0.008708192,-0.004181223,-0.000883017,-0.005147893,0.000285,-0.006637425,-0.004517275,-0.003688,-0.004712682,-0.01164875
1994-05-17,-0.021398339,0.0202343483,0.028296704,0.0416484304,-0.035955168,-0.021485746,0.000285,0.0144839083,0.0260691,0.03500825,-0.028023563,-0.007113167
1994-05-18,-0.008110952,-0.004663225,-0.007108088,0.0016885174,0.0016686541,-0.00824073,0.000285,-0.003803619,-0.007334775,-0.00131645,0.0026532159,-0.001872667
1994-05-19,0.022113039,-0.007729779,-0.02043958,-0.009756717,0.0143101314,0.0183911702,0.000285,-0.00849215,-0.0176267,-0.006675425,0.0102971307,0.0080519167
1994-05-20,-0.002160453,0.0025067918,0.0103993856,0.0121886827,-0.010585144,-0.007360341,0.000285,0.0052228519,0.0087803583,0.0120809,-0.005090867,-0.000410667
1994-05-23,-0.018897585,0.0056131925,0.0022810492,0.0200441172,-0.009390014,-0.010597638,0.000285,0.000895575,-0.002216175,0.0106116375,0.0017685909,-0.003828583
1994-05-24,0.0068052067,-0.000760823,-0.006568929,0.0011276857,-0.001192026,0.0095295059,0.000285,-0.004563922,-0.006289058,-0.002659837,0.0026165739,0.0068533333
1994-05-25,-0.016574307,0.0184588605,0.0239845275,0.0152375608,-0.01118567,-0.036787483,0.000285,0.020417975,0.0234273,0.0154414625,-0.008314318,-0.017393583
1994-05-26,-0.024050984,0.0057108842,0.0048164696,0.0122791172,-0.018764048,-0.015070715,0.000285,0.0021335833,0.001827625,0.005082275,-0.013416,-0.008737583
1994-05-27,-0.007631304,-0.002349893,0.0008942479,0.0013886627,0.0018114869,-0.002090437,0.000285,-0.004707742,0.003584625,-0.001301687,0.0022824602,-0.0005915
1994-05-30,-0.055472195,0.0060433355,0.0072083909,0.017172088,-0.007908258,-0.00430228,0.000285,0.0041650083,0.0056697,0.0055286125,0.0018492557,0.00371275
1994-05-31,0.0183469999,0.0067490214,0.0062133225,-0.006350591,0.007075858,-0.000822737,0.000285,0.0108041444,0.0096113417,0.0062616,-0.000365938,-0.000528667
1994-06-01,-0.030261669,0.0069781256,0.0126181926,0.0212998032,-0.02019131,-0.011247604,0.000285,0.0051506944,0.0137902417,0.0159964841,-0.011663457,-0.000668917
1994-06-02,0.0034530866,0.0080941092,0.0084550512,0.0105565281,0.0032992628,0.0018179286,0.000285,0.0092664407,0.0055435667,0.009995754,0.0056766202,0.0055960833
1994-06-03,0.0045915815,0.0089398502,0.0049049558,0.0110932735,-0.003013976,-0.007601275,0.000285,0.0065976519,0.0056951167,0.0051098487,-0.007930317,-0.004961
1994-06-06,-0.014560656,0.0055135981,0.0043645902,0.0051793301,-0.00372069,0.007818748,0.000285,0.0010566352,0.0096590917,0.010589746,-0.006965663,0.0100376667
1994-06-07,-0.012495696,-0.010509598,-0.002828542,0.0040591048,0.0106258267,0.0207514399,0.000285,-0.013310694,-0.001928142,0.0063495556,0.0138748269,0.0124051667
1994-06-08,0.0150554199,0.0033418857,0.0060565013,0.0326371345,-0.004576533,-0.01094597,0.000285,0.0035586278,0.001873675,0.0317483413,0.0005663462,-0.003472333
1994-06-09,-0.021076666,-0.019322946,-0.011064353,-0.035097993,0.0202682388,0.0199858569,0.000285,-0.017061907,-0.01019585,-0.026434341,0.0081473558,0.00872375
1994-06-10,-0.01207907,-0.006233613,0.0001615379,0.0087809169,0.0033445754,-0.013140767,0.000285,-0.006063298,-0.000796675,0.0069498413,0.0032063173,-0.0152665
1994-06-13,-0.039427292,-0.012529097,0.0092809842,0.0112792265,-0.000488706,-0.015713346,0.000285,-0.008784941,0.0081296333,0.0093595079,0.0014129135,-0.017470917
1994-06-14,-0.010710639,0.0114073003,0.0128637916,0.0172755183,-0.022568475,0.0019520086,0.000285,0.0070907981,0.010150875,0.0174376111,-0.011887202,0.0079759167
1994-06-15,0.009749946,-0.007547569,0.0028545471,-0.02026775,0.0114243059,0.0028581496,0.000285,-0.004377661,0.0006201083,-0.014883603,0.0083794952,0.00623
1994-06-16,0.0285742879,-0.008845527,-0.009648132,-0.014291948,0.0135193643,0.0122194938,0.000285,-0.006577583,-0.007431242,-0.011476389,0.0091537692,0.0036634167
1994-06-17,0.0418605186,0.0028815505,-0.001876115,-0.010847901,-0.004749888,-0.003854065,0.000285,0.0065942306,0.0029131833,-0.007089603,-0.011146672,-0.006152583
1994-06-20,-0.052514883,-0.001202068,0.0083132931,0.013970401,-0.02371197,-0.000500488,0.000285,-0.003934944,0.0088582333,0.0122603413,-0.014882567,-0.000945833
1994-06-21,-0.009215937,0.0033630888,-0.001355064,0.0004905298,0.0077153311,-0.000614751,0.000285,0.0067205556,-0.001088067,0.0044016508,0.0063913365,0.00097725
1994-06-22,0.0159108955,-0.000913229,-0.005915083,-0.002845612,-0.002440655,0.0059717078,0.000285,-0.001068022,-0.003693783,-0.004090889,-0.001966361,0.0027025
1994-06-23,-0.00851945,0.0019493713,-0.002907672,0.0001094662,0.0045985198,0.0047196478,0.000285,-0.001019267,-0.000960217,-0.000107929,0.0034969856,0.0054285
1994-06-24,-0.018496403,0.0002174899,0.0009194955,-0.000906919,0.0076587969,-0.0044552,0.000285,-0.00058908,0.0006855083,-0.000154032,0.0048560359,-0.00467625
1994-06-27,-0.043250852,-0.001658764,-0.009449311,0.0039987688,0.0134036871,0.0054828156,0.000285,-0.000279156,-0.008117817,0.0046236825,0.0103812356,0.00707025
1994-06-28,-0.00423698,0.0057015541,0.0167857839,-0.001286307,-0.008660499,-0.011857507,0.000285,0.0046947889,0.01714005,0.0025503095,-0.010511846,-0.005521917
1994-06-29,-0.007263308,0.0039320058,-0.005819466,-0.001074346,0.0071345911,0.0062384471,0.000285,0.0039877704,-0.005951917,-0.002339,0.0066349423,0.01024175
1994-06-30,0.0041303218,-0.012301067,-0.013484231,-0.024332399,0.0172452924,0.0125490694,0.000285,-0.007384539,-0.014615383,-0.017692865,0.0107740208,0.0011096667
1994-07-01,-0.025755602,-0.003361506,0.0185453161,-0.011258447,0.0054399932,0.0040383489,0.000285,-0.00410714,0.0205353247,-0.005460662,0.0025163179,-0.00072
1994-07-04,-0.034260906,0.0031493207,0.0107404346,-0.024778777,0.0019601019,0.003361133,0.000285,0.0023363427,0.0069031703,-0.014086701,-0.000742435,0.0033469333
1994-07-05,0.0170541204,0.0065970796,0.0086356857,-0.014521049,-0.003731846,0.0090289268,0.000285,0.0050254616,0.005979523,-0.011212452,-0.0013399,0.008041
1994-07-06,-0.029929203,-0.005621457,0.0163812697,-0.018689207,0.0079236817,0.0099023556,0.000285,-0.008385979,0.0142808925,-0.011206105,0.010390825,0.0000780455
1994-07-07,-0.012017993,-0.006525387,0.0107482475,-0.015875443,0.0114459526,0.027958544,0.000285,-0.005056737,0.0112867522,-0.011739127,0.005813775,0.0231309091
1994-07-08,0.0264578675,0.0232137324,0.0249042374,0.021378654,0.0021411067,0.0108248563,0.000285,0.0219404091,0.0203880424,0.0198628478,0.0097451635,0.0133022667
1994-07-11,-0.026295491,-0.023501426,-0.022215732,0.0019306512,-0.009967837,0.0016550683,0.000285,-0.014446725,-0.009012821,0.0055661351,-0.009813811,-0.008533271
1994-07-12,-0.002973778,-0.003424723,0.0012350509,0.0008517837,-0.002192534,0.0059566765,0.000285,-0.00315232,0.0011752024,0.001591458,0.0018561418,0.0062965333
1994-07-13,0.0182541901,0.0023890337,-0.007564577,0.0139113172,-0.004794634,-0.002967785,0.000285,0.0023342498,-0.006156958,0.0109634666,-0.004508736,0.0014140667
1994-07-14,-0.011512191,-0.005332219,0.0112657361,-0.013276076,0.002959435,-0.005112073,0.000285,-0.003521297,0.0089031443,-0.007791815,0.0073892019,-0.0049766
1994-07-15,-0.043324872,-0.008035759,0.0064620881,-0.005226164,0.0126656596,-0.0018935,0.000285,-0.006720722,0.0075345303,-0.002223253,0.0135235264,-0.002062333
1994-07-18,-0.041599109,-0.008057631,0.004202412,-0.000503635,0.0031568691,0.0045446848,0.000285,-0.007404328,0.0050690923,0.0023383172,-0.000064772,-0.000126467
1994-07-19,0.0022621308,-0.000569484,-0.001352693,-0.002346188,0.0033771449,0.0140092126,0.000285,-0.000505259,-0.000817486,-0.003182898,0.0009570481,0.008212
1994-07-20,-0.02080304,0.0020805678,0.0025877846,-0.003878117,0.0080371396,0.0086494088,0.000285,0.0023387909,0.0011030574,-0.003772209,0.0113592188,0.0073972667
1994-07-21,-0.025028014,-0.015775139,0.0131589642,-0.023994038,0.0195451994,-0.010156326,0.000285,-0.014007828,0.0114442067,-0.019905767,0.0144173894,-0.0225634
1994-07-22,-0.031425182,-0.017512796,0.0212186788,-0.042215927,0.0198300197,-0.030106465,0.000285,-0.015637795,0.017520059,-0.047542421,0.0170535721,-0.028549667
1994-07-25,0.0448283764,-0.003253096,-0.004043706,0.0141632249,-0.008516151,-0.014498694,0.000285,-0.002914889,-0.00485394,0.0119355875,-0.004583281,-0.007017467
1994-07-26,0.043355898,0.0004723646,0.00205205,-0.006426298,-0.007487791,-0.015581014,0.000285,0.00157636,0.0005876391,-0.001744316,-0.005569966,-0.0092248
1994-07-27,-0.058071207,-0.001767997,0.0094578283,-0.017819704,0.0048024819,0.0113107892,0.000285,0.0001235588,0.0066759979,-0.011879892,0.0106160385,0.0069849333
1994-07-28,-0.077937051,-0.015767377,0.0306914788,-0.037738888,0.0112684526,-0.029311424,0.000285,-0.013247338,0.0236273809,-0.033343607,0.0136232236,-0.031380933
1994-07-29,-0.01606202,-0.015593893,0.0130437621,0.0076033186,-0.010317766,-0.037103799,0.000285,-0.012253692,0.0128181704,-0.00152277,-0.000574964,-0.026769133
1994-08-01,0.3616973925,0.0135601864,-0.028420522,0.0149635652,-0.023115511,0.0154356287,0.000285,0.0014154749,-0.020703107,-0.016277714,-0.01383895,0.0112357333
1994-08-02,-0.028440422,0.0193757811,-0.001298787,0.008206054,0.0074926471,-0.01389443,0.000285,0.0354726119,0.006450319,-0.009450955,0.0145814434,0.0380626
1994-08-03,0.1998210285,0.0318404331,-0.043618597,0.0144504584,-0.027107799,0.0824154425,0.000285,0.01683501,-0.04461273,0.0085261638,-0.025607966,0.0585887333
1994-08-04,0.0561747974,0.0345211455,-0.024713112,-0.019410162,-0.029429576,0.0521446988,0.000285,0.0270504867,-0.0168174,-0.024509944,-0.038185595,0.0503248667
1994-08-05,0.1787500318,0.0649348353,-0.006236518,-0.048991714,-0.0398785,0.1690453542,0.000285,0.044148349,-0.003527845,-0.051233085,-0.025181941,0.1273242
1994-08-08,0.0231320312,0.0045933837,-0.012258175,-0.036269596,-0.012722916,0.0842224755,0.000285,0.000618363,-0.022418356,-0.033507221,-0.02487395,0.0458182
1994-08-09,-0.113107966,-0.018249759,-0.000996332,0.0172928952,0.0134783134,-0.049743606,0.000285,-0.015303876,-0.001024263,0.0140483362,0.0135051878,-0.043493733
1994-08-10,0.1688329833,0.0149940834,0.0037126106,-0.005394171,-0.00213697,0.0737283835,0.000285,0.008298332,0.0030563639,0.0020291028,-0.007115215,0.0502159333
1994-08-11,-0.049383795,-0.007213469,0.0081142324,-0.032445329,0.0238272935,-0.008812724,0.000285,-0.002589783,0.0010683991,-0.031900178,-0.001103538,0.0026230667
1994-08-12,-0.003998401,-0.000236478,0.00219826,-0.013941263,0.0037046244,0.0112573511,0.000285,-0.002395952,0.0019149985,-0.006062361,0.0079348371,-0.001453733
1994-08-15,-0.038291238,-0.005087928,-0.011285209,0.0210141843,-0.006824641,-0.021009845,0.000285,-0.001590162,-0.009769822,0.0162653345,-0.007097032,-0.009915333
1994-08-16,0.034253734,-0.002231458,-0.008663065,0.0170556714,-0.005119482,0.0294045197,0.000285,-0.005226756,-0.006451728,0.0145462369,0.0002056041,0.0224892667
1994-08-17,0.0386361104,-0.008882596,-0.02567194,0.0585138269,-0.023423988,0.0086985963,0.000285,-0.006644987,-0.024688173,0.0525380557,-0.021874604,0.0069728
1994-08-18,0.0337326548,0.0160420199,0.0042593589,-0.006787656,-0.003141423,-0.008937624,0.000285,0.0151922923,0.0038812782,-0.004482197,-0.000849179,0.0129703333
